"name","credits","difficulty","complexity","blocking","delay","centrality","reachability","term_complexity","term_blocking","term_delay","term_centrality","term_reachability","free","edges","gradRate3","gradRate4","gradRate5","gradRate6","gradRate7","averageTTD"
"0.json","18","25.0","6","0","6","0","0","12","0","12","0","0","6","0","0.01","0.03","0.08","0.15","0.24","10.8862"
"1.json","18","25.0","9","1","8","2","1","19","2","17","5","2","5","1","0.0","0.02","0.05","0.11","0.19","11.788"
"10.json","18","25.0","11","2","9","4","2","23","4","19","10","4","5","2","0.0","0.02","0.05","0.1","0.18","12.1226"
"100.json","18","25.0","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.01","0.03","0.06","0.12","13.628"
"101.json","18","25.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.02","0.04","0.08","14.8974"
"102.json","18","25.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.01","0.03","0.06","15.1177256"
"103.json","18","25.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.03","0.05","15.7054"
"104.json","18","25.0","18","4","14","9","4","32","5","27","17","5","3","3","0.0","0.01","0.03","0.07","0.12","13.5518"
"105.json","18","25.0","24","6","18","14","6","44","8","36","28","8","2","4","0.0","0.0","0.01","0.03","0.06","15.2514"
"106.json","18","25.0","22","6","16","14","6","38","8","30","28","8","3","4","0.0","0.0","0.02","0.04","0.08","14.7322"
"107.json","18","25.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.03","0.05","15.686"
"108.json","18","25.0","22","6","16","14","6","41","8","33","28","8","2","4","0.0","0.0","0.01","0.04","0.07","14.76634644"
"109.json","18","25.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.02","0.05","16.04494108"
"11.json","18","25.0","13","3","10","6","3","28","6","22","15","6","4","3","0.0","0.01","0.03","0.08","0.14","12.7582"
"110.json","18","25.0","26","8","18","19","8","47","11","36","39","11","2","5","0.0","0.0","0.01","0.03","0.05","15.890337200000001"
"111.json","18","25.0","28","10","18","24","10","50","14","36","50","14","2","6","0.0","0.0","0.01","0.02","0.05","16.2458"
"112.json","18","25.0","13","3","10","6","3","21","3","18","9","3","4","3","0.0","0.02","0.05","0.11","0.17","12.0326"
"113.json","18","25.0","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.01","0.02","0.05","0.09","14.4112"
"114.json","18","25.0","21","6","15","14","6","35","7","28","26","7","3","4","0.0","0.01","0.02","0.05","0.09","14.48200652"
"115.json","18","25.0","26","9","17","22","9","45","11","34","43","11","2","5","0.0","0.0","0.01","0.03","0.06","15.7674"
"116.json","18","25.0","19","5","14","11","5","33","6","27","20","6","3","4","0.0","0.01","0.02","0.06","0.11","13.6598"
"117.json","18","25.0","23","7","16","17","7","39","9","30","33","9","3","5","0.0","0.0","0.01","0.04","0.07","15.002608988216002"
"118.json","18","25.0","26","8","18","19","8","46","10","36","37","10","2","5","0.0","0.0","0.01","0.03","0.05","15.7798"
